Date,Open,High,Low,Close,Volume,Tomorrow,Target
1999-01-22 00:00:00-05:00,0.04011879845837292,0.04477532932328359,0.03558147907421977,0.037611719220876694,2714688000,0.04155205190181732,1
1999-01-25 00:00:00-05:00,0.04059653633494499,0.04202889075605006,0.037611700558020086,0.04155205190181732,510480000,0.038327883929014206,0
1999-01-26 00:00:00-05:00,0.04202889751135564,0.04286520179104214,0.037730914628022125,0.038327883929014206,343200000,0.03820866718888283,0
1999-01-27 00:00:00-05:00,0.038447086621252693,0.03940260220917949,0.036297639429123,0.03820866718888283,244368000,0.03808854520320892,0
1999-01-28 00:00:00-05:00,0.0382086721561877,0.0384470916195532,0.03785012573984342,0.03808854520320892,227520000,0.03629763424396515,0
1999-01-29 00:00:00-05:00,0.038088534810531094,0.03820866173073255,0.03629763424396515,0.03629763424396515,244032000,0.03701474145054817,1
1999-02-01 00:00:00-05:00,0.03629764853126397,0.037253160942705046,0.03629764853126397,0.03701474145054817,154704000,0.034149106591939926,0
1999-02-02 00:00:00-05:00,0.03629764182909284,0.03725315406410354,0.033074382924815245,0.034149106591939926,264096000,0.034865282475948334,1
1999-02-03 00:00:00-05:00,0.033671350840392,0.03534304028245797,0.03343201247251328,0.034865282475948334,75120000,0.03677540272474289,1
1999-02-04 00:00:00-05:00,0.035343044641699635,0.03773091503952202,0.03486528677626293,0.03677540272474289,181920000,0.03785013034939766,1
1999-02-05 00:00:00-05:00,0.03737237243514007,0.038208676809407295,0.03641777553607995,0.03785013034939766,136848000,0.03653697296977043,0
1999-02-08 00:00:00-05:00,0.03808853878701082,0.03820866571975364,0.03653697296977043,0.03653697296977043,154080000,0.035103701055049896,0
1999-02-09 00:00:00-05:00,0.03725314804182333,0.037491570867508255,0.03462594330673105,0.035103701055049896,86976000,0.03474607691168785,0
1999-02-10 00:00:00-05:00,0.03510370780286747,0.03605922006708527,0.034149107635773994,0.03474607691168785,148224000,0.03773091360926628,1
1999-02-11 00:00:00-05:00,0.0348652854546338,0.039163268221919366,0.0348652854546338,0.03773091360926628,132240000,0.039880361407995224,1
1999-02-12 00:00:00-05:00,0.03820866853484699,0.04011878084876381,0.03820866853484699,0.039880361407995224,109728000,0.04011879488825798,1
1999-02-16 00:00:00-05:00,0.04059655286624167,0.04226824632439577,0.03605923046976305,0.04011879488825798,211008000,0.037969328463077545,0
1999-02-17 00:00:00-05:00,0.039163263471921665,0.039641021261302284,0.037253151243614044,0.037969328463077545,67728000,0.03856630623340607,1
1999-02-18 00:00:00-05:00,0.03916327216224794,0.039641030057642995,0.037491582409169145,0.03856630623340607,70704000,0.039880361407995224,1
1999-02-19 00:00:00-05:00,0.03820866853484699,0.04059653865955702,0.037730910724053775,0.039880361407995224,75360000,0.04011879488825798,1
1999-02-22 00:00:00-05:00,0.04059655286624167,0.04107431084422536,0.03796934345212019,0.04011879488825798,205248000,0.04202890396118164,1
1999-02-23 00:00:00-05:00,0.041074307023586325,0.04286520836920882,0.03868643628535983,0.04202890396118164,138096000,0.04537229239940643,1
1999-02-24 00:00:00-05:00,0.04823792118693986,0.05014894958222009,0.04429756844593769,0.04537229239940643,612768000,0.04393991827964783,0
1999-02-25 00:00:00-05:00,0.04728330014370832,0.04871565786322317,0.04322282219880919,0.04393991827964783,149136000,0.04190969839692116,0
1999-02-26 00:00:00-05:00,0.04441769625593821,0.04585005121179238,0.041552067414683376,0.04190969839692116,172608000,0.04214904457330704,1
1999-03-01 00:00:00-05:00,0.04298443373827347,0.043939949914571334,0.0401188041391694,0.04214904457330704,92160000,0.04179048910737038,0
1999-03-02 00:00:00-05:00,0.04202890863591477,0.04226824709405351,0.04107431159214286,0.04179048910737038,55248000,0.038924846798181534,0
1999-03-03 00:00:00-05:00,0.04202889425513681,0.04202889425513681,0.03868642735121572,0.038924846798181534,61392000,0.03808854520320892,0
1999-03-04 00:00:00-05:00,0.040834961970580765,0.0410743003632894,0.03773091430011356,0.03808854520320892,57360000,0.04023798927664757,1
1999-03-05 00:00:00-05:00,0.03844708510861585,0.040357197280095576,0.03844708510861585,0.04023798927664757,78768000,0.040834974497556686,1
1999-03-08 00:00:00-05:00,0.03916328095314208,0.042028910039334975,0.038447103414000115,0.040834974497556686,75888000,0.04214904457330704,1
1999-03-09 00:00:00-05:00,0.04071577372495612,0.04274601415909376,0.04071577372495612,0.04214904457330704,143184000,0.04143192991614342,0
1999-03-10 00:00:00-05:00,0.04274599200181149,0.04274599200181149,0.040834960639794284,0.04143192991614342,235344000,0.03964102268218994,0
1999-03-11 00:00:00-05:00,0.04071574972256187,0.04143192696769593,0.03964102268218994,0.03964102268218994,54288000,0.038924846798181534,0
1999-03-12 00:00:00-05:00,0.03988036244460466,0.03988036244460466,0.038208669528004155,0.038924846798181534,90768000,0.04059654101729393,1
1999-03-15 00:00:00-05:00,0.039880363724138494,0.041074298855834024,0.03964102534021375,0.04059654101729393,108816000,0.039283398538827896,0
1999-03-16 00:00:00-05:00,0.04083496472197923,0.041312722610243977,0.038924852098325295,0.039283398538827896,79152000,0.03952180594205856,1
1999-03-17 00:00:00-05:00,0.0396410139269975,0.04035719101395529,0.03856629054008496,0.03952180594205856,51360000,0.03999956324696541,1
1999-03-18 00:00:00-05:00,0.039641013534467945,0.04059652892697993,0.03868641707099169,0.03999956324696541,46320000,0.04011879488825798,1
1999-03-19 00:00:00-05:00,0.03988037536405494,0.0413127303684284,0.03988037536405494,0.04011879488825798,105312000,0.038924846798181534,0
1999-03-22 00:00:00-05:00,0.040954170593277765,0.04107429753799361,0.038924846798181534,0.038924846798181534,36672000,0.03653697296977043,0
1999-03-23 00:00:00-05:00,0.03916326234175238,0.03916326234175238,0.035820795770974294,0.03653697296977043,163968000,0.03629763424396515,0
1999-03-24 00:00:00-05:00,0.03629763424396515,0.036536969155275656,0.034865276579818756,0.03629763424396515,60864000,0.03677540272474289,1
1999-03-25 00:00:00-05:00,0.036178433417240155,0.038208672904958725,0.036059221975174124,0.03677540272474289,40320000,0.03999956324696541,1
1999-03-26 00:00:00-05:00,0.037253143982223715,0.04011877123072394,0.037253143982223715,0.03999956324696541,88272000,0.04119351506233215,1
1999-03-29 00:00:00-05:00,0.04119351506233215,0.04214902743398826,0.04047733427013265,0.04119351506233215,65952000,0.03773091360926628,0
1999-03-30 00:00:00-05:00,0.04131271907022531,0.04167126548000466,0.03749157863703404,0.03773091360926628,69504000,0.040357209742069244,1
1999-03-31 00:00:00-05:00,0.038924854903456964,0.040834967664763765,0.03713395359850332,0.040357209742069244,153600000,0.03916327655315399,0
1999-04-01 00:00:00-05:00,0.040357211960793817,0.04059655040003486,0.038447099094474455,0.03916327655315399,30432000,0.037969328463077545,0
1999-04-05 00:00:00-04:00,0.0386864246117559,0.039641021261302284,0.03773090903299466,0.037969328463077545,98640000,0.03701474145054817,0
1999-04-06 00:00:00-04:00,0.038327888224366495,0.03844709626239762,0.03629764853126397,0.03701474145054817,69696000,0.04011879488825798,1
1999-04-07 00:00:00-04:00,0.03725316594993346,0.04035721441246102,0.03701474642573043,0.04011879488825798,89280000,0.040834974497556686,1
1999-04-08 00:00:00-04:00,0.04035721649492036,0.042028910039334975,0.03988037742190908,0.040834974497556686,130128000,0.04011879488825798,0
1999-04-09 00:00:00-04:00,0.04107431084422536,0.04107431084422536,0.03988037536405494,0.04011879488825798,48624000,0.03844709321856499,0
1999-04-12 00:00:00-04:00,0.03964102844373445,0.03964102844373445,0.03773091586933958,0.03844709321856499,33312000,0.036894604563713074,0
1999-04-13 00:00:00-04:00,0.03916326313902913,0.03916326313902913,0.03629763877241216,0.036894604563713074,36144000,0.03582081198692322,0
1999-04-14 00:00:00-04:00,0.03677541245715969,0.0376117169672906,0.03582081198692322,0.03582081198692322,48288000,0.03677540272474289,1
